document,line_number,character,dialogue
return of the jedi,109,JABBA,I told you not to admit him.
return of the jedi,110,LUKE,I must be allowed to speak.
return of the jedi,111,BIB,He must be allowed to speak.
return of the jedi,112,JABBA,You weak-minded fool! He's using an old Jedi mind trick.
return of the jedi,113,LUKE,You will bring Captain Solo and the Wookiee to me.
return of the jedi,114,JABBA,"Your mind powers will not work on me, boy."
return of the jedi,115,LUKE,"Nevertheless, I'm taking Captain Solo and his friends. You can either profit by this... or be destroyed! It's your choice. But I warn you not to underestimate my powers."
return of the jedi,116,THREEPIO,"Master Luke, you're standing on..."
return of the jedi,117,JABBA,"There will be no bargain, young Jedi. I shall enjoy watching you die."
return of the jedi,118,JABBA,Bascka!
return of the jedi,119,THREEPIO,"Oh, no! The Rancor!"
return of the jedi,120,JABBA,Bring me Solo and the Wookiee. They will all suffer for this outrage.
return of the jedi,121,LUKE,Han!
return of the jedi,122,HAN,Luke!
return of the jedi,123,LUKE,Are you all right?
return of the jedi,124,HAN,"Fine. Together again, huh?"
return of the jedi,125,LUKE,Wouldn't miss it.
return of the jedi,126,HAN,How are we doing?
return of the jedi,127,LUKE,The same as always.
return of the jedi,128,HAN,"That bad, huh? Where's Leia?"
return of the jedi,129,LEIA,I'm here.
return of the jedi,130,THREEPIO,"Oh, dear. His High Exaltedness, the great Jabba the Hutt, has decreed that you are to be terminated immediately."
return of the jedi,131,HAN,"Good, I hate long waits."
return of the jedi,132,THREEPIO,"You will therefore be taken to the Dune Sea and cast into the pit of Carkoon, the nesting place of the all-powerful Sarlacc."
return of the jedi,133,HAN,Doesn't sound so bad.
return of the jedi,134,THREEPIO,"In his belly, you will find a new definition of pain and suffering, as you are slowly digested over a thousand years."
return of the jedi,135,HAN,"On second thought, let's pass on that, huh?"
return of the jedi,136,LUKE,"You should have bargained, Jabba. That's the last mistake you'll ever make."
return of the jedi,137,HAN,"I think my eyes are getting better. Instead of a big dark blur, I see a big light blur."
return of the jedi,138,LUKE,"There's nothing to see. I used to live here, you know."
return of the jedi,139,HAN,"You're gonna die here, you know. Convenient."
return of the jedi,140,LUKE,Just stick close to Chewie and Lando. I've taken care of everything.
return of the jedi,141,HAN,Oh... great!
return of the jedi,142,JABBA,Soon you will learn to appreciate me.
return of the jedi,143,THREEPIO,"Oh, I'm terribly sor... Artoo! What are you doing here?"
return of the jedi,144,THREEPIO,"Well, I can see you're serving drinks, but this place is dangerous. They're going to execute Master Luke and, if we're not careful, us too!"
return of the jedi,145,THREEPIO,Hmm.  I wish I had your confidence.
return of the jedi,146,THREEPIO,"Victims of the almighty Sarlacc: His Excellency hopes that you will die honorably. But should any of you wish to beg for mercy, the great Jabba the Hutt will now listen to your pleas."
return of the jedi,147,HAN,"Threepio, you tell that slimy piece of... worm-ridden filth he'll get no such pleasure from us. Right?"
return of the jedi,148,LUKE,Jabba! This is your last chance. Free us or die.
return of the jedi,149,JABBA,Move him into position.
return of the jedi,150,JABBA,Put him in.
return of the jedi,151,LUKE,"Easy, Chewie."
return of the jedi,152,LANDO,Whoa! Whoa! Help!
return of the jedi,153,HAN,"Chewie, you okay? Where is he?"
return of the jedi,154,HAN,"I'm okay, pal."
return of the jedi,155,LANDO,Han! Chewie?
return of the jedi,156,HAN,Lando!
return of the jedi,157,HAN,Boba Fett?! Boba Fett?! Where?
return of the jedi,158,HAN,"Lando, grab it!"
return of the jedi,159,LANDO,Lower it!
return of the jedi,160,HAN,I'm trying!
return of the jedi,161,HAN,"Whoa! Whoa! Grab me, Chewie! I'm slipping."
return of the jedi,162,HAN,Grab it! L--Lando. Grab!
return of the jedi,163,HAN,Grab it! Almost... You almost got it!
return of the jedi,164,LANDO,Hold it! Whoa!
return of the jedi,165,HAN,"Gently now. All... all right. Now easy, easy. Hold me, Chewie."
return of the jedi,166,HAN,"Chewie! Chewie, give me the gun. Don't move, Lando."
return of the jedi,167,LANDO,"No, wait! I thought you were blind!"
return of the jedi,168,HAN,It's all right. Trust me. Don't move.
return of the jedi,169,LANDO,All right! A little higher! Just a little higher!
return of the jedi,170,HAN,"Chewie, Pull us up! Come on! Okay... up, Chewie, up!"
return of the jedi,171,LEIA,Come on. We gotta get out of here quick.
return of the jedi,172,THREEPIO,"Not my eyes! Artoo, help! Quickly, Artoo. Oh! Ohhh! You beast!"
return of the jedi,173,LUKE,Get the gun! Point it at the deck!
return of the jedi,174,LUKE,Point it at the deck!
return of the jedi,175,THREEPIO,"Artoo, where are we going? I couldn't possibly jump."
return of the jedi,176,LUKE,Come on!
return of the jedi,177,LUKE,Let's go! And don't forget the droids.
return of the jedi,178,LANDO,We're on our way.
return of the jedi,179,HAN,I don't know. All I can see is a lot of blowing sand!
return of the jedi,180,LEIA,That's all any of us can see.
return of the jedi,181,HAN,Then I guess I'm getting better.
return of the jedi,182,HAN,"I've got to hand it to you, kid, you were pretty good out there."
return of the jedi,183,LUKE,I had a lot of help. Think nothing of it.
return of the jedi,184,HAN,"No, I'm thinking a lot about it. That carbon freeze was the closest thing to dead there is. And it wasn't just sleepin'. It was a big wide awake nothing!"
return of the jedi,185,LUKE,I'll see you back at the fleet.
return of the jedi,186,HAN,Why don't you leave that crate and come with us?
return of the jedi,187,LUKE,I have a promise I have to keep first... to an old friend.
return of the jedi,188,HAN,"Guess I owe you some thanks, too, Lando."
return of the jedi,189,LANDO,"Figured if I left you frozen like that you'd just give me bad luck the rest of my life, so I might as well get you unfrozen sooner or later."
return of the jedi,190,LEIA,"He means \""You're welcome.\"""
return of the jedi,191,LANDO,"Come on, let's get off this miserable dust ball."
return of the jedi,192,LUKE,I'll meet you back at the fleet.
return of the jedi,193,LEIA,Hurry. The Alliance should be assembled by now.
return of the jedi,194,LUKE,I will.
return of the jedi,195,HAN,"Hey, Luke, thanks. Thanks for comin' after me. Now I owe you one."
return of the jedi,196,LUKE,"That's right, Artoo. We're going to the  Dagobah system. I have a promise to keep...  to an old friend."
return of the jedi,197,EMPEROR,"Rise, my friend."
return of the jedi,198,VADER,The Death Star will be completed on schedule.
return of the jedi,199,EMPEROR,"You have done well, Lord Vader. And now I sense you wish to continue your search for young Skywalker."
return of the jedi,200,VADER,"Yes, my Master."
return of the jedi,201,EMPEROR,"Patience, my friend. In time he will seek you out. And when he does, you must bring him before me. He has grown strong. Only together can we turn him to the dark side of the Force."
return of the jedi,202,VADER,As you wish.
return of the jedi,203,EMPEROR,Everything is proceeding as I have foreseen.
return of the jedi,204,YODA,Hmm. That face you make. Look I so old to young eyes?
return of the jedi,205,LUKE,No... of course not.
return of the jedi,206,YODA,"I do, yes, I do!  Sick have I become. Old and weak.  When nine hundred years old you reach, look as good you will not. Hmm?"
return of the jedi,207,YODA,"Soon will I rest. Yes, forever sleep. Earned it, I have."
return of the jedi,208,LUKE,"Master Yoda, you can't die."
return of the jedi,209,YODA,Strong am I with the Force... but not that strong! Twilight is upon me and soon night must fall. That is the way of things ... the way of the Force.
return of the jedi,210,LUKE,But I need your help. I've come back to complete the training.
return of the jedi,211,YODA,No more training do you require. Already know you that which you need.
return of the jedi,212,LUKE,Then I am a Jedi?
return of the jedi,213,YODA,"Ohhh. Not yet. One thing remains: Vader. You must confront Vader. Then, only then, a Jedi will you be. And confront him you will."
return of the jedi,214,LUKE,Master Yoda... is Darth Vader my father?
return of the jedi,215,YODA,Mmm... rest I need. Yes... rest.
return of the jedi,216,LUKE,"Yoda, I must know."
return of the jedi,217,YODA,Your father he is.
return of the jedi,218,YODA,"Told you, did he?"
return of the jedi,219,LUKE,Yes.
return of the jedi,220,YODA,"Unexpected this is, and unfortunate.."
return of the jedi,221,LUKE,Unfortunate that I know the truth?
return of the jedi,222,YODA,No. Unfortunate that you rushed to face him... that incomplete was your training. Not ready for the burden were you.
return of the jedi,223,LUKE,"Well, I'm sorry."
return of the jedi,224,YODA,"Remember, a Jedi's strength flows from the Force.  But beware.  Anger, fear, aggression. The dark side are they.  Once you start down the dark path, forever will it dominate your destiny."
return of the jedi,225,YODA,"Luke...Luke...Do not...Do not underestimate the powers of the Emperor, or suffer your father's fate, you will. Luke, when gone am I , the last of the Jedi will you be. Luke, the Force runs strong in your family. Pass on what you have learned, Luke...  There is... another...Sky...Sky...walker."
return of the jedi,226,LUKE,"I can't do it, Artoo. I can't go on alone."
return of the jedi,227,BEN,Yoda will always be with you.
return of the jedi,228,LUKE,Obi-Wan! Why didn't you tell me?
return of the jedi,229,LUKE,You told me Vader betrayed and murdered my father.
return of the jedi,230,BEN,"You father was seduced by the dark side of the Force. He ceased to be Anakin Skywalker and became Darth Vader. When that happened, the good man who was your father was destroyed. So what I have told you was true... from a certain point of view."
return of the jedi,231,LUKE,A certain point of view!
return of the jedi,232,BEN,"Luke, you're going to find that many of the truths we cling to depend greatly on our own point of view."
return of the jedi,233,BEN,"I don't blame you for being angry. If I was wrong in what I did, it certainly wouldn't have been for the first time. You see, what happened to your father was my fault."
return of the jedi,234,BEN,Anakin was a good friend.
return of the jedi,235,BEN,"When I first knew him, your father was already a great pilot. But I was amazed how strongly the Force was with him.  I took it upon myself to train him as a Jedi.  I thought that I could instruct him just as well as Yoda.  I was wrong.  My pride has had terrible consequences for the galaxy."
return of the jedi,236,LUKE,There's still good in him.
return of the jedi,237,BEN,I also thought he could be turned back to the good side. It couldn't be done. He is more machine now than man. Twisted and evil.
return of the jedi,238,LUKE,"I can't do it, Ben."
return of the jedi,239,BEN,You cannot escape your destiny.
return of the jedi,240,LUKE,I tried to stop him once. I couldn't do it.
return of the jedi,241,BEN,"Vader humbled you when first you met him, Luke...but that experience was part of your training. It taught you, among other things, the value of patience.  Had you not been so impatient to defeat Vader then, you could have finished your training here with Yoda. You would have been prepared."
return of the jedi,242,LUKE,But I had to help my friends.
return of the jedi,243,BEN,"And did you help them? It was they who had to save you. You achieved little by rushing back prematurely, I fear."
return of the jedi,244,LUKE,I found out Darth Vader was my father.
return of the jedi,245,BEN,"To be a Jedi, Luke, you must confront and then go beyond the dark side - the side your father couldn't get past. Impatience is the easiest door - for you, like your father. Only, your father was seduced by what he found on the other side of the door, and you have held firm. You're no longer so reckless now, Luke. You are strong and patient. And now, you must face Darth Vader again!"
return of the jedi,246,LUKE,I can't kill my own father.
return of the jedi,247,BEN,Then the Emperor has already won. You were our only hope.
return of the jedi,248,LUKE,Yoda spoke of another.
return of the jedi,249,BEN,The other he spoke of is your twin sister.
return of the jedi,250,LUKE,But I have no sister.
return of the jedi,251,BEN,"Hmm. To protect you both from the Emperor, you were hidden from your father when you were born. The Emperor knew, as I did, if Anakin were to have any offspring, they would be a threat to him. That is the reason why your sister remains safely anonymous."
return of the jedi,252,LUKE,Leia! Leia's my sister.
return of the jedi,253,BEN,"Your insight serves you well. Bury your feelings deep down, Luke. They do you credit. But they could be made to serve the Emperor."
return of the jedi,254,BEN,"When your father left, he didn't know your mother was pregnant. Your mother and I knew he would find out eventually, but we wanted to keep you both as safe as possible, for as long as possible.  So I took you to live with my brother Owen on Tatooine... and your mother took Leia to live as the daughter of Senator Organa, on Alderaan."
return of the jedi,255,BEN,"The Organa household was high-born and politically quite powerful in that system. Leia became a princess by virtue of lineage... no one knew she'd been adopted, of course. But it was a title without real power, since Alderaan had long been a democracy.  Even so, the family continued to be politically powerful, and Leia, following in her foster father's path, became a senator as well.  That's not all she became, of course... she became the leader of her cell in the Alliance against the corrupt Empire. And because she had diplomatic immunity, she was a vital link for getting information to the Rebel cause.  That's what she was doing when her path crossed yours... for her foster parents had always told her to contact me on Tatooine, if her troubles became desperate."
return of the jedi,256,LUKE,"But you can't let her get involved now, Ben. Vader will destroy her."
return of the jedi,257,BEN,"She hasn't been trained in the ways of the Jedi the way you have, Luke ... but the Force is strong with her, as it is with all of your family. There is no avoiding the battle. You must face and destroy Vader!"
return of the jedi,258,HAN,"Well, look at you, a general, huh?"
return of the jedi,259,LANDO,"Oh, well, someone must have told them about my little maneuver at the battle of Taanab."
return of the jedi,260,HAN,"Well, don't look at me, pal. I just said you were a fair pilot. I didn't know they were lookin' for somebody to lead this crazy attack."
return of the jedi,261,LANDO,I'm surprised they didn't ask you to do it.
return of the jedi,262,HAN,"Well, who says they didn't.  But I ain't crazy. You're the respectable one, remember?"
return of the jedi,263,MON MOTHMA,The Emperor has made a critical error and the time for our attack has come.
return of the jedi,264,MON MOTHMA,"The data brought to us by the Bothan spies pinpoints the exact location of the Emperor's new battle station. We also know that the weapon systems of this Death Star are not yet operational. With the Imperial Fleet spread throughout the galaxy in a vain effort to engage us, it is relatively unprotected. But most important of all, we've learned that the Emperor himself is personally overseeing the final stages of the construction of this Death Star."
return of the jedi,265,MON MOTHMA,"Many Bothans died to bring us this information. Admiral Ackbar, please."
return of the jedi,266,ACKBAR,"You can see here the Death Star orbiting the forest Moon of Endor. Although the weapon systems on this Death Star are not yet operational, the Death Star does have a strong defense mechanism. It is protected by an energy shield, which is generated from the nearby forest Moon of Endor. The shield must be deactivated if any attack is to be attempted. Once the shield is down, our cruisers will create a perimeter, while the fighters fly into the superstructure and attempt to knock out the main reactor."
return of the jedi,267,ACKBAR,General Calrissian has volunteered to lead the fighter attack
return of the jedi,268,HAN,Good luck.
return of the jedi,269,HAN,You're gonna need it.
return of the jedi,270,ACKBAR,General Madine.
return of the jedi,271,GENERAL MADINE,"We have stolen a small Imperial shuttle. Disguised as a cargo ship, and using a secret Imperial code, a strike team will land on the moon and deactivate the shield generator."
return of the jedi,272,THREEPIO,Sounds dangerous.
return of the jedi,273,LEIA,I wonder who they found to pull that off.
return of the jedi,274,GENERAL MADINE,"General Solo, is your strike team assembled?"
return of the jedi,275,HAN,"Uh, my team's ready. I don't have a command crew for the shuttle."
return of the jedi,276,HAN,"Well, it's gonna be rough, pal. I didn't want to speak for you."
return of the jedi,277,HAN,That's one.
return of the jedi,278,LEIA,"Uh, General... count me in."
return of the jedi,279,VOICE,"I'm with you, too!"
return of the jedi,280,LEIA,What is it?
return of the jedi,281,LUKE,Ask me again sometime.
return of the jedi,282,HAN,Luke.
return of the jedi,283,LUKE,"Hi, Han... Chewie."
return of the jedi,284,THREEPIO,"\""Exciting\"" is hardly the word I would use."
return of the jedi,285,HAN,Look. I want you to take her. I mean it. Take her. You need all the help you can get. She's the fastest ship in the fleet.
return of the jedi,286,LANDO,"All right, old buddy. You know, I know what she means to you. I'll take good care of her. She-she won't get a scratch. All right?"
return of the jedi,287,HAN,Right. I got your promise now. Not a scratch.
return of the jedi,288,LANDO,"Look, would you get going, you pirate."
return of the jedi,289,LANDO,Good luck.
return of the jedi,290,HAN,"You, too."
return of the jedi,291,HAN,You got her warmed?
return of the jedi,292,LUKE,"Yeah, she's comin' up."
return of the jedi,293,HAN,"No. I don't think the Empire had Wookiees in mind when they designed her, Chewie."
return of the jedi,294,LEIA,"Hey, are you awake?"
return of the jedi,295,HAN,"Yeah, I just got a funny feeling. Like I'm not gonna see her again."
return of the jedi,296,LEIA,"Come on, General, let's move."
return of the jedi,297,HAN,"Right. Chewie, let's see what this piece of junk can do. Ready, everybody?"
return of the jedi,298,LUKE,All set.
return of the jedi,299,THREEPIO,Here we go again.
return of the jedi,300,HAN,"All right, hang on."
return of the jedi,301,VADER,"What is thy bidding, my Master?"
return of the jedi,302,EMPEROR,Send the fleet to the far side of Endor. There it will stay until called for.
return of the jedi,303,VADER,What of the reports of the Rebel fleet massing near Sullust?
return of the jedi,304,EMPEROR,"It is of no concern. Soon the Rebellion will be crushed and young Skywalker will be one of us! Your work here is finished, my friend. Go out to the command ship and await my orders."
return of the jedi,305,VADER,"Yes, my Master."
return of the jedi,306,HAN,"If they don't go for this, we're gonna have to get outta here pretty quick, Chewie."
return of the jedi,307,CONTROLLER,We have you on our screen now. Please identify.
return of the jedi,308,HAN,Shuttle Tydirium requesting deactivation of the deflector shield.
return of the jedi,309,CONTROLLER,"Shuttle Tydirium, transmit the clearance code for shield passage."
return of the jedi,310,HAN,Transmission commencing.
return of the jedi,311,LEIA,Now we find out if that code is worth the price we paid.
return of the jedi,312,HAN,It'll work. It'll work.
return of the jedi,313,LUKE,Vader's on that ship.
return of the jedi,314,HAN,"Now don't get jittery, Luke. There are a lot of command ships. Keep your distance though, Chewie, but don't look like you're trying to keep your distance."
return of the jedi,315,HAN,I don't know.  Fly casual.
return of the jedi,316,LUKE,I'm endangering the mission. I shouldn't have come.
return of the jedi,317,HAN,"It's your imagination, kid. Come on. Let's keep a little optimism here."
return of the jedi,318,VADER,Where is that shuttle going?
return of the jedi,319,PIETT,"Shuttle Tydirium, what is your cargo and destination?"
return of the jedi,320,PILOT VOICE,Parts and technical crew for the forest moon.
return of the jedi,321,VADER,Do they have a code clearance?
return of the jedi,322,PIETT,"It's an older code, sir, but it checks out. I was about to clear them."
return of the jedi,323,PIETT,Shall I hold them?
return of the jedi,324,VADER,No. Leave them to me. I will deal with them myself.
return of the jedi,325,PIETT,"As you wish, my lord.  Carry on."
return of the jedi,326,HAN,"They're not goin' for it, Chewie."
return of the jedi,327,CONTROLLER,"Shuttle Tydirium, deactivation of the shield will commence immediately. Follow your present course."
return of the jedi,328,HAN,Okay! I told you it was gonna work. No problem.
return of the jedi,329,THREEPIO,"Oh, I told you it was dangerous here."
return of the jedi,330,LEIA,Shall we try and go around?
return of the jedi,331,HAN,It'll take time. This whole party'll be for nothing if they see us.
return of the jedi,332,HAN,Chewie and I will take care of this. You stay here.
return of the jedi,333,LUKE,"Quietly, there might be more of them out there."
return of the jedi,334,HAN,Hey... it's me.
return of the jedi,335,SCOUT #1,Go for help! Go!
return of the jedi,336,LUKE,Great. Come on.
return of the jedi,337,LEIA,Over there! Two more of them!
return of the jedi,338,LUKE,"I see them. Wait, Leia!"
return of the jedi,339,LUKE,Quick! Jam their comlink. Center switch!
return of the jedi,340,HAN,"Hey, wait! Ahhh!"
return of the jedi,341,LUKE,Move closer!
return of the jedi,342,LUKE,Get alongside that one!
return of the jedi,343,LUKE,Get him!
return of the jedi,344,LUKE,Keep on that one! I'll take these two!
return of the jedi,345,THREEPIO,"Oh, General Solo, somebody's coming. Oh!"
return of the jedi,346,HAN,Luke! Where's Leia?
return of the jedi,347,LUKE,What? She didn't come back?
return of the jedi,348,HAN,I thought she was with you.
return of the jedi,349,LUKE,We got separated.
return of the jedi,350,LUKE,"Hey, we better go look for her."
return of the jedi,351,HAN,Take the squad ahead.  We'll meet at the shield generator at 0300.
return of the jedi,352,LUKE,"Come on, Artoo.  We'll need your scanners."
return of the jedi,353,THREEPIO,"Don't worry, Master Luke.  We know what to do."
return of the jedi,354,THREEPIO,And you said it was pretty here. Ugh!
return of the jedi,355,LEIA,Cut it out!
return of the jedi,356,LEIA,I'm not gonna hurt you.
return of the jedi,357,LEIA,"Well, looks like I'm stuck here. Trouble is, I don't know where here is."
return of the jedi,358,LEIA,"Well, maybe you can help me. Come on, sit down."
return of the jedi,359,LEIA,I promise I won't hurt you. Now come here.
return of the jedi,360,LEIA,All right. You want something to eat?
return of the jedi,361,LEIA,That's right. Come on. Hmmm?
return of the jedi,362,LEIA,"Look, it's a hat. It's not gonna hurt you. Look. You're a jittery little thing, aren't you?"
return of the jedi,363,LEIA,What is it?
return of the jedi,364,SCOUT #l,"Freeze!  Come on, get up!"
return of the jedi,365,SCOUT #1,Go get your ride and take her back to base.
return of the jedi,366,SCOUT #2,"Yes, sir."
return of the jedi,367,LEIA,"Come on, let's get outta here."
return of the jedi,368,GUARD,Halt! The Emperor does not wish to be disturbed at the moment.
return of the jedi,369,VADER,"The Emperor will see me, now!"
return of the jedi,370,GUARD,"The Emperor will see you, now."
return of the jedi,371,EMPEROR,I told you to remain on the command ship.
return of the jedi,372,VADER,A small Rebel force has penetrated the shield and landed on Endor.
return of the jedi,373,EMPEROR,"Yes, I know."
return of the jedi,374,VADER,My son is with them.
return of the jedi,375,EMPEROR,Are you sure?
return of the jedi,376,VADER,"I have felt him, my Master."
return of the jedi,377,EMPEROR,"Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader."
return of the jedi,378,VADER,"They are clear, my Master."
return of the jedi,379,EMPEROR,Then you must go to the Sanctuary Moon and wait for them.
return of the jedi,380,VADER,He will come to me?
return of the jedi,381,EMPEROR,I have foreseen it. His compassion for you will be his undoing. He will come to you and then you will bring him before me.
return of the jedi,382,VADER,As you wish.
return of the jedi,383,HAN,Luke! Luke!
return of the jedi,384,THREEPIO,"Oh, Master Luke."
return of the jedi,385,LUKE,There's two more wrecked speeders back there. And I found this.
return of the jedi,386,THREEPIO,I'm afraid that Artoo's sensors can find no trace of Princess Leia.
return of the jedi,387,HAN,I hope she's alright.
return of the jedi,388,HAN,"What, Chewie? What? Chewie!"
return of the jedi,389,HAN,"Hey, I don't get it."
return of the jedi,390,HAN,"Nah, it's just a dead animal, Chewie."
return of the jedi,391,LUKE,"Chewie, wa-wait!  Don't!"
return of the jedi,392,HAN,"Nice work. Great, Chewie! Great! Always thinking with your stomach."
return of the jedi,393,LUKE,"Will you take it easy? Let's just figure out a way to get out of this thing.  Han, can you reach my lightsaber?"
return of the jedi,394,HAN,"Yeah, sure."
return of the jedi,395,THREEPIO,"Artoo, I'm not sure that's such a good idea. It's a very long dro-o-op!!"
return of the jedi,396,HAN,Wha--?  Hey!  Point that thing someplace else.
return of the jedi,397,HAN,Hey!
return of the jedi,398,LUKE,"Han, don't. It'll be all right."
return of the jedi,399,LUKE,"Chewie, give 'em your crossbow."
return of the jedi,400,THREEPIO,"Oh, my head. Oh, my goodness!"
return of the jedi,401,LUKE,Do you understand anything they're saying?
return of the jedi,402,THREEPIO,"Oh, yes, Master Luke!  Remember that I am fluent in over six million forms of communication."
return of the jedi,403,HAN,What are you telling them?
return of the jedi,404,THREEPIO,"Hello, I think... I could be mistaken. They're using a very primitive dialect.  But I do believe they think I am some sort of god."
return of the jedi,405,HAN,"Well, why don't you use your divine influence and get us out of this?"
return of the jedi,406,THREEPIO,"I beg your pardon, General Solo, but that just wouldn't be proper."
return of the jedi,407,HAN,Proper?!
return of the jedi,408,THREEPIO,It's against my programming to impersonate a deity.
return of the jedi,409,HAN,"Why, you--"
return of the jedi,410,HAN,My mistake. He's an old friend of mine.
return of the jedi,411,HAN,I have a really bad feeling about this.
return of the jedi,412,HAN,What did he say?
return of the jedi,413,THREEPIO,"I'm rather embarrassed, General Solo, but it appears you are to be the main course at a banquet in my honor."
return of the jedi,414,HAN and LUKE,Leia!
return of the jedi,415,LEIA,Oh!
return of the jedi,416,THREEPIO,Your Royal Highness.
return of the jedi,417,LEIA,"But these are my friends. Threepio, tell them they must be set free."
return of the jedi,418,HAN,"Somehow, I got the feeling that didn't help us very much."
return of the jedi,419,LUKE,"Threepio, tell them if they don't do as you wish, you'll become angry and use your magic."
return of the jedi,420,THREEPIO,"But Master Luke, what magic? couldn't possibly --"
return of the jedi,421,LUKE,Just tell them.
return of the jedi,422,THREEPIO,"You see, Master Luke; they didn't believe me. Just..."
return of the jedi,423,THREEPIO,"... as I said they wouldn't. Wha-wha-what's happening! Oh! Oh, dear! Oh!"
return of the jedi,424,THREEPIO,"Put me down! He-e-elp! Master Luke! Artoo! Somebody, somebody, help! Master Luke, Artoo! Artoo, quickly! Do something, somebody! Oh! Ohhh!"
return of the jedi,425,THREEPIO,"Oh, oh, oh, oh! Thank goodness."
return of the jedi,426,LUKE,"Thanks, Threepio."
return of the jedi,427,THREEPIO,I...I never knew I had it in me.
return of the jedi,428,THREEPIO,"Yes, Artoo. I was just coming to that."
return of the jedi,429,HAN,What's going on?
return of the jedi,430,LEIA,I don't know.
return of the jedi,431,THREEPIO,Wonderful! We are now a part of the tribe.
return of the jedi,432,HAN,Just what I always wanted.
return of the jedi,433,HAN,"Well, short help is better than no help at all, Chewie.  Thank you. Okay."
return of the jedi,434,THREEPIO,He says the scouts are going to show us the quickest way to the shield generator.
return of the jedi,435,HAN,"Good. How far is it? Ask him. We need some fresh supplies, too. And try and get our weapons back."
return of the jedi,436,HAN,"And hurry up, will ya? I haven't got all day."
return of the jedi,437,LUKE,"Luke, what's wrong?"
return of the jedi,438,LUKE,Leia... do you remember your mother? Your real mother?
return of the jedi,439,LEIA,Just a little bit. She died when I was very young.
return of the jedi,440,LUKE,What do you remember?
return of the jedi,441,LEIA,"Just...images, really. Feelings."
return of the jedi,442,LUKE,Tell me.
return of the jedi,443,LEIA,"She was very beautiful. Kind, but...sad.  Why are you asking me all this?"
return of the jedi,444,LUKE,I have no memory of my mother. I never knew her.
return of the jedi,445,LEIA,"Luke, tell me. What's troubling you?"
return of the jedi,446,LUKE,"Vader is here...now, on this moon."
return of the jedi,447,LEIA,How do you know?
return of the jedi,448,LUKE,"I felt his presence. He's come for me. He can feel when I'm near. That's why I have to go.  As long as I stay, I'm endangering the group and our mission here.  I have to face him."
return of the jedi,449,LEIA,Why?
return of the jedi,450,LUKE,He's my father.
return of the jedi,451,LEIA,Your father?
return of the jedi,452,LUKE,"There's more. It won't be easy for you to hear it, but you must. If I don't make it back, you're the only hope for the Alliance."
return of the jedi,453,LEIA,"Luke, don't talk that way. You have a power I--I don't understand and could never have."
return of the jedi,454,LUKE,"You're wrong, Leia. You have that power too. In time you'll learn to use it as I have. The Force is strong in my family. My father has it...I have it...and...my sister has it."
return of the jedi,455,LUKE,Yes. It's you Leia.
return of the jedi,456,LEIA,I know. Somehow...I've always known.
return of the jedi,457,LUKE,Then you know why I have to face him.
return of the jedi,458,LEIA,"No! Luke, run away, far away. If he can feel your presence, then leave this place. I wish I could go with you."
return of the jedi,459,LUKE,"No, you don't. You've always been strong."
return of the jedi,460,LEIA,"But, why must you confront him?"
return of the jedi,461,LUKE,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.
return of the jedi,462,HAN,"Hey, what's goin' on?"
return of the jedi,463,LEIA,Nothing. I - just want to be alone for a little while.
return of the jedi,464,HAN,"Nothing?  Come on, tell me.  What's goin' on?"
return of the jedi,465,LEIA,I...I can't tell you.
return of the jedi,466,HAN,Did you tell Luke? Is that who you could tell?
return of the jedi,467,LEIA,I...
return of the jedi,468,HAN,Ahhh...
return of the jedi,469,HAN,I'm sorry.
return of the jedi,470,LEIA,Hold me.
return of the jedi,471,COMMANDER,"This is a Rebel that surrendered to us. Although he denies it, I believe there may be more of them, and I request permission to conduct a further search of the area."
return of the jedi,472,COMMANDER,He was armed only with this.
return of the jedi,473,VADER,"Good work, Commander. Leave us. Conduct your search and bring his companions to me."
return of the jedi,474,COMMANDER,"Yes, my Lord."
return of the jedi,475,VADER,The Emperor has been expecting you.
return of the jedi,476,LUKE,"I know, father."
return of the jedi,477,VADER,"So, you have accepted the truth."
return of the jedi,478,LUKE,"I've accepted the truth that you were once Anakin Skywalker, my father."
return of the jedi,479,VADER,That name no longer has any meaning for me.
return of the jedi,480,LUKE,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.
return of the jedi,481,VADER,I see you have constructed a new lightsaber.
return of the jedi,482,VADER,"Your skills are complete. Indeed, you are powerful, as the Emperor has foreseen."
return of the jedi,483,LUKE,Come with me.
return of the jedi,484,VADER,Obi-Wan once thought as you do.
return of the jedi,485,VADER,You don't know the power of the dark side. I must obey my master.
return of the jedi,486,LUKE,I will not turn...and you'll be forced to kill me.
return of the jedi,487,VADER,If that is your destiny.
return of the jedi,488,LUKE,"Search your feelings, father. You can't do this. I feel the conflict within you. Let go of your hate."
return of the jedi,489,VADER,"It is too late for me, son. The Emperor will show you the true nature of the Force. He is your master now."
return of the jedi,490,LUKE,Then my father is truly dead.
return of the jedi,491,LEIA,The main entrance to the control bunker's on the far side of that landing platform. This isn't gonna be easy.
return of the jedi,492,HAN,"Hey, don't worry. Chewie and me got into a lot of places more heavily guarded than this."
return of the jedi,493,LEIA,What's he saying?
